subj	order	list	item	condition	sentence	question	correct_answer	response
444	270	1	147	Filler	The furniture designer aspired to make objects beautiful and functional.	Was the designer making clothing? 	No	1	3.505393899977207
444	271	1	145	Filler	The stock exchange was host to millions of financial transactions.	NA	NA	1	13.101613800041378
444	272	1	145	SemCrit	Yuan emperors were Mongolian because Kublai Khan founded this dynamite.	NA	NA	2	3.6741859996691346
444	273	1	162	Filler	Spring rolls filled with vegetables are a great healthy appetizer.	NA	NA	1	7.575827400200069
444	274	1	72	Filler	The skilled adventurer knew how to survive in the wilderness.	NA	NA	2	0.4027656000107527
444	275	1	102	Synt	"Never stay out past midnight," was his mother's strict admonitions.	NA	NA	1	15.171673499979079
444	276	1	138	SemCrit	My back was so tense I really needed a message.	NA	NA	2	3.3455799999646842
444	277	1	20	Control	The teacher interrupted his sentence to make a grammatical correction.	NA	NA	2	5.546483400277793
444	278	1	143	SemCrit	The low intensity workout compensated by having a long adoration.	Was the exercise intense? 	No	1	2.351771699730307
444	279	1	80	Sem	Champagne was once reserved exclusively for the royalty and pheromone.	NA	NA	1	4.808744399808347
444	280	1	112	Filler	You should never drive a car while under the influence.	NA	NA	2	15.26800199970603
444	281	1	15	GoodExp	The religious mystic entered a euphoric state of spiritual ecstasy.	NA	NA	2	0.9088797997683287
444	282	1	130	Filler	The athlete could not play because he tore a ligament.	Was the athlete injured? 	Yes	1	1.319573299959302
444	283	1	154	Filler	A conscientious objector refuses the draft because of religious convictions.	NA	NA	2	9.978488300461322
444	284	1	13	Control	The reagents reacted faster in the presence of a catalyst.	NA	NA	2	2.5780382999219
444	285	1	192	Filler	A baroness gave some salad leaves to her pet bunny.	NA	NA	1	4.134290600195527
444	286	1	158	Filler	The ill airplane passenger was aided by the flight attendant.	NA	NA	1	3.938897400163114
444	287	1	156	Filler	Upon seeing the dead body, he pulled away in revulsion.	NA	NA	2	3.1528161000460386
444	288	1	250	Filler	College students often must spend much money on their textbooks.	NA	NA	2	5.754139800090343
444	289	1	138	Filler	The defiant young woman refused to become just another statistic.	NA	NA	1	0.2743355999700725
444	290	1	256	Filler	As the child stargazed, he dreamed of becoming an astronaut.	Did the child want to be a pilot? 	No	2	3.389044700190425
444	291	1	56	Sem	Medics cleaned and bandaged the wound to prevent a sapphire.	NA	NA	1	1.0629471000283957
444	292	1	36	Filler	The princess lived in a castle guarded by a dragon.	Did she live in a dragon cave? 	No	2	2.714636300224811
444	293	1	214	Filler	Although hedgehogs are nocturnal, they sometimes enjoy rays of sunshine.	Do the animals generally prefer night? 	Yes	1	3.1665209997445345
444	294	1	87	Synt	Handling the rough wooden plank gave the woman a splinters.	Had the plank been sanded down? 	No	2	2.482841100078076
444	295	1	178	Filler	She was too young to be in a serious relationship.	NA	NA	1	4.025457700248808
444	296	1	3	Control	The vintage wedding dress was big and required an alteration.	NA	NA	2	11.35662529990077
444	297	1	57	Sem	The three kings bore gifts of gold, myrrh, and anemones.	NA	NA	1	0.4752358002588153
444	298	1	60	Filler	Because shampoo is a cosmetic, it is subject to regulation.	NA	NA	1	3.2859296002425253
444	299	1	231	Filler	Technology raises questions that are not just practical but ethical.	NA	NA	2	5.088770299684256
444	300	1	98	Synt	The sailors feared the harsh discipline of this ship captains.	Does the sentence mention sailors?	Yes	1	1.7704230998642743
444	301	1	99	Synt	The teacher taught that subtraction was the opposite of additions.	NA	NA	2	3.283336500171572
444	302	1	15	Filler	When my microwave died, I searched online for a replacement.	NA	NA	2	6.636639200150967
444	303	1	56	Filler	Many young sports players look up to their team captains.	NA	NA	2	0.4211789001710713
444	304	1	25	Control	The cause of death must be determined by a coroner.	NA	NA	2	9.34794590016827
444	305	1	134	SemCrit	Once Faust signed, he was doomed to this eternal dalmatian.	NA	NA	1	1.4858246999792755
444	306	1	142	SemCrit	His personality was dramatically altered after acquiring this brain leisure.	Was the alteration noticeable? 	Yes	1	3.1717711999081075
444	307	1	20	GoodExp	The caterpillar enters its cocoon and undergoes an amazing metamorphosis.	NA	NA	1	2.761313599999994
444	308	1	209	Filler	The crying infant was calmed by its mother's soothing lullaby.	NA	NA	1	1.38858970021829
444	309	1	269	Filler	The scribe got tired after many hours of copying manuscripts.	NA	NA	2	6.6202189000323415
444	310	1	241	Filler	When the dog heard the dinner bell, it started drooling.	NA	NA	1	0.20711500011384487
444	311	1	94	Filler	The octopus is believed to be the most intelligent invertebrate.	Is the squid thought to be smarter than the octopus? 	No	2	3.508097500074655
444	312	1	45	Sem	The casket was carried to the cemetery in a dilution.	NA	NA	1	11.542716399766505
444	313	1	6	GoodExp	Right-to-die activists believe it should be legal to perform euthanasia.	NA	NA	2	10.8387127998285
444	314	1	144	SemCrit	He idolized her, and her self-esteem benefited from this duration.	NA	NA	2	7.280856799799949
444	315	1	5	Filler	He could no longer remember anything because of his amnesia.	NA	NA	1	0.200745299924165
444	316	1	261	Filler	This common but delicious hearty vegetable soup is called minestrone.	NA	NA	1	0.32669480005279183
444	317	1	268	Filler	Facebook has succeeded MySpace as the place for social networking.	NA	NA	1	0.3744665998965502
444	318	1	88	Synt	Cats were the only company for this lonely old spinsters.	NA	NA	2	14.413592899683863
444	319	1	276	Filler	He drank some alcohol to try to lessen his inhibitions.	NA	NA	2	2.2742308997549117
444	320	1	22	Control	Harvesting crops is often the job of a seasonal migrant.	NA	NA	1	0.33244300028309226
444	321	1	59	Filler	The math teacher wrote the problems up on the blackboard.	NA	NA	1	2.381142500322312
444	322	1	223	Filler	Many companies and corporations will match their employees' charitable donations.	NA	NA	2	5.627434900030494
444	323	1	96	Synt	The thesaurus shows that a synonym for drunkenness is inebriations.	NA	NA	2	0.4903472000733018
444	324	1	8	Filler	She always made a list before going shopping for groceries.	NA	NA	2	7.732959399931133
444	325	1	95	Filler	She wanted a green lawn and a white picket fence.	NA	NA	1	9.230204199906439
444	326	1	97	Synt	A lolcat is a cat photograph with a humorous ungrammatical captions.	Does the sentence mention a photo? 	Yes	1	1.9360823999159038
444	327	1	30	Filler	Xenophobia is an unreasonable fear or hatred of all foreigners.	NA	NA	2	1.0867268997244537
444	328	1	66	Sem	The computer could read text aloud using a speech baloney.	NA	NA	1	6.9363640001975
444	329	1	75	Filler	The gifted rapper was famous for his complex multisyllabic rhymes.	NA	NA	2	2.5092245996929705
444	330	1	52	Sem	The artist achieved eternal fame despite not seeking this dilation.	Was the artist's fame enduring? 	Yes	1	1.6308689001016319
444	331	1	109	Filler	The technological boom progressed more quickly than anyone could anticipate.	NA	NA	1	12.109837899915874
444	332	1	27	GoodExp	The tourist sent each of her friends a nice postcard.	Did she send postcards to her family? 	No	2	1.6774694002233446
444	333	1	263	Filler	Both political parties accused each other of obstruction and partisanship.	NA	NA	1	4.425009500235319
444	334	1	2	GoodExp	Whenever he reminisces about his beloved he starts waxing poetic.	NA	NA	1	5.948955599684268
444	335	1	52	Filler	She searched under the couch cushions for the television remote.	NA	NA	1	5.6451682997867465
444	336	1	93	Synt	The mason built his own house of brick and mortars.	NA	NA	2	12.567157400306314
444	337	1	59	Sem	This docile herbivorous aquatic mammal is known as a stimulation.	NA	NA	2	0.460171100217849
444	338	1	272	Filler	A nobleman traveled to distant lands in search of adventure.	NA	NA	2	1.8091335999779403
444	339	1	160	SemCrit	Don't call it a prison; call it a correctional fallacy.	NA	NA	2	12.50307650025934
444	340	1	23	GoodExp	The reality show censored out the contestants' nudity and profanity.	Were the contestants sometimes naked? 	Yes	1	0.191606099717319
444	341	1	78	Filler	The cowboy fired off all six rounds in his revolver.	NA	NA	2	0.8022668999619782
444	342	1	6	Control	She saved him from the poison by administering an antidote.	NA	NA	2	2.9399143997579813
444	343	1	78	Sem	Agriculture in this desert would be impossible without this caption.	NA	NA	1	2.0974968997761607
444	344	1	251	Filler	Although the water was boiling, the pasta was not soft.	NA	NA	2	0.6264185002073646
444	345	1	44	Filler	The persistent child worked for hours on the jigsaw puzzle.	NA	NA	2	5.776720499619842
444	346	1	198	Filler	Law enforcement officials cannot search your home without a warrant.	NA	NA	2	6.766688900068402
444	347	1	197	Filler	A crepe is like a very thin and delicate pancake.	Is a pancake similar to a crepe? 	Yes	1	2.4919289997778833
444	348	1	75	Sem	You cannot buy Cuban cigars because there is a correction.	NA	NA	2	2.9691666001453996
444	349	1	41	Sem	The Caribbean cruise package includes this kayaking, and snorkeling irritation.	NA	NA	2	5.447557900100946
444	350	1	98	Filler	The meek student was too intimidated to ask a question.	NA	NA	2	11.905399599578232
444	351	1	30	Control	The archeologists found the mummy of a young Egyptian pharaoh.	NA	NA	1	1.0586467999964952
444	352	1	147	SemCrit	The contraction for "it is" needs to include an apocalypse.	NA	NA	2	3.662603999953717
444	353	1	167	Filler	Supposedly, scrubbing your face with oatmeal is great for exfoliation.	NA	NA	2	1.1515235002152622
444	354	1	113	Synt	The United States has a large stockpile of nuclear armament.	Do the weapons belong to the US? 	Yes	1	1.4545534001663327
444	355	1	234	Filler	Deciding his poker hand was no good, the gambler folded.	NA	NA	1	7.193144399672747
444	356	1	31	Control	The student went to medical school to become a physician.	NA	NA	1	0.5216680001467466
444	357	1	185	Filler	The novel's twist ending was a surprise to many readers.	NA	NA	2	5.803320100065321
444	358	1	1	Control	Someone who has fought in a war is a veteran.	Does the sentence mention a war? 	Yes	1	1.4429060998372734
444	359	1	32	GoodExp	After a good night's sleep she felt invigorated and refreshed.	NA	NA	1	2.838604799937457
444	360	1	246	Filler	When the parents went out together they hired a babysitter.	NA	NA	2	0.7604795997031033
444	361	1	85	Synt	In the nineties, the Rugrats was a very popular cartoons.	NA	NA	2	5.111788500100374
444	362	1	9	Control	The flooded river fertilized the fields with a rich sediment.	NA	NA	2	7.388696399983019
444	363	1	274	Filler	The atomic bomb's explosion contaminated the area with dangerous radioactivity.	Was the contamination from a nuclear power plant? 	No	2	1.6279095998033881
444	364	1	26	GoodExp	She needed to buy detergent so she could do laundry.	NA	NA	1	6.684935300145298
444	365	1	71	Sem	For lunch, she had brought tomato soup in a lesion.	Did she bring her own lunch? 	Yes	1	1.238489800132811
444	366	1	3	GoodExp	The dentist gave her some dental floss and a toothbrush.	NA	NA	2	7.883787199854851
444	367	1	121	SemCrit	The celebrating couple joyfully popped open a bottle of campaign.	NA	NA	1	1.9223978002555668
444	368	1	130	SemCrit	The congregation listens to a sermon delivered by a pasture.	NA	NA	1	13.029344199690968
444	369	1	249	Filler	The poor girl gazed longingly at the king's opulent palace.	NA	NA	1	4.581251199822873
444	370	1	172	Filler	The protests were swiftly followed by a harsh government crackdown.	NA	NA	2	7.160861499607563
444	371	1	16	Filler	If you want concentrated broth, you should simmer it uncovered.	NA	NA	2	0.475403199903667
444	372	1	159	Filler	The girl was heartbroken and distraught after her first breakup.	NA	NA	1	4.820041900034994
444	373	1	154	SemCrit	She scolded the child for running backwards up an escalation.	NA	NA	2	0.5620085000991821
444	374	1	51	Sem	The preacher believed drunkenness was the cause of much irrigation.	NA	NA	2	9.970953000243753
444	375	1	38	Filler	He felt the meeting was pointless, but attendance was mandatory.	NA	NA	1	7.0048253000713885
444	376	1	62	Filler	The language savant suffered brain damage in a car accident.	NA	NA	1	2.017458700109273
444	377	1	151	SemCrit	To make the car accelerate, press down on this petal.	NA	NA	2	5.186720199882984
444	378	1	79	Filler	The most formal attire for a man is a tuxedo.	NA	NA	2	1.7186610996723175
444	379	1	127	SemCrit	The sudden change in protocol had caused all this constellation.	NA	NA	2	10.979931400157511
444	380	1	136	SemCrit	I control my fate; I don't have a predetermined density.	NA	NA	2	1.24382540024817
444	381	1	65	Filler	The most popular pastas are macaroni, vermicelli, lasagna, and spaghetti.	NA	NA	2	8.134109700098634
444	382	1	277	Filler	The toxic pollution was killing wildlife and ruining the environment.	NA	NA	2	0.3050629999488592
444	383	1	42	Filler	The death of the store owner was tragic and senseless.	NA	NA	2	0.9683294002898037
444	384	1	9	Filler	The workers went on strike to demand better living conditions.	NA	NA	2	4.352623499929905
444	385	1	111	Filler	The child painstakingly knotted the laces on her new sneakers.	NA	NA	2	1.1816298998892307
444	386	1	5	Control	The storyteller could turn any incident into an amusing anecdote.	Does the sentence mention a storyteller? 	Yes	1	1.2239342001266778
444	387	1	10	GoodExp	The psychologist believed his fits were a symptom of neurosis.	NA	NA	1	0.8388879001140594
444	388	1	270	Filler	She liked the magazine so she bought a monthly subscription.	NA	NA	1	0.33353419974446297
444	389	1	17	Control	After my root canal the dentist prescribed a pain medication.	NA	NA	2	0.6534998002462089
444	390	1	133	SemCrit	That white dog with little black spots is a damnation.	Was the creature a canine? 	Yes	1	1.7591665997169912
444	391	1	205	Filler	The verdant jungle was teeming with exotic flora and fauna.	NA	NA	2	0.3463636999949813
444	392	1	73	Sem	The student had his editorial published in a local pleasantry.	NA	NA	2	9.025715900119394
444	393	1	213	Filler	The foreigner found it difficult to overcome the language barrier.	Were the foreigner's difficulties due to visa issues? 	No	2	2.754890499636531
444	394	1	124	SemCrit	The napalm turned the luscious forest into a fiery inference.	NA	NA	1	1.1581486999057233
444	395	1	54	Sem	Despite technological advances, wars cannot be won without an embryo.	NA	NA	2	3.6287556998431683
444	396	1	212	Filler	Grandmother baked some delicious cookies using her secret family recipe.	NA	NA	2	3.7331036999821663
444	397	1	104	Filler	The spicy hot fermented cabbage in Korean food is kimchi.	NA	NA	2	0.5781028000637889
444	398	1	29	Filler	The naughty little child had always been quite a troublemaker.	NA	NA	2	0.4206733996979892
444	399	1	182	Filler	You should be careful to speak respectfully to your superiors.	NA	NA	2	6.7622921001166105
444	400	1	258	Filler	Piercing and tattoo parlors should always keep their needles sterilized.	Should tattoo needles be regularly disinfected? 	Yes	1	1.6281647998839617
444	401	1	55	Filler	Apple pie filling is usually spiced with nutmeg and cinnamon.	NA	NA	1	0.5138254002667964
444	402	1	126	Filler	The mobster was caught and charged with blackmail and extortion.	Was the mobster captured? 	Yes	1	1.2127604996785522
444	403	1	84	Filler	He bought his girlfriend perfume, and she bought him cologne.	NA	NA	2	0.41172719979658723
444	404	1	118	Filler	The tropical greenhouse was filled with ferns, hibiscus, and orchids.	NA	NA	2	7.665387500077486
444	405	1	232	Filler	She unfortunately could not attend because she had previous engagements.	NA	NA	2	0.4075935003347695
444	406	1	13	Filler	After being arrested for substance abuse, he voluntarily underwent rehabilitation.	NA	NA	2	0.3495235997252166
444	407	1	83	Filler	Promoting small businesses helps to create jobs and decrease unemployment.	NA	NA	2	8.015572499949485
444	408	1	96	Filler	The doctor warned the medication could cause nausea and vomiting.	NA	NA	2	1.652082399930805
444	409	1	62	Sem	She danced with an elegant masked gentleman at that mortar.	NA	NA	2	2.5520473001524806
444	410	1	48	Filler	The security alarm went off when it detected the intruder.	NA	NA	2	10.861345200333744
444	411	1	109	Synt	The princess arrived at the ball in a horse-drawn carriages.	NA	NA	2	0.5862328000366688
444	412	1	255	Filler	Halloween is a time to dress up in a costume.	NA	NA	2	1.1002269997261465
444	413	1	190	Filler	The major led a large company, consisting of five platoons.	NA	NA	2	11.360166099853814
444	414	1	35	Filler	The convenience store robbery was caught on the security camera.	NA	NA	1	1.3593480996787548
444	415	1	72	Sem	The soaring eagle circled and glided upwards on a physician.	NA	NA	2	5.288402100093663
444	416	1	181	Filler	The crime of unintentionally killing another person is involuntary manslaughter.	NA	NA	2	5.260980600025505
444	417	1	116	Filler	The algebra students learned how to solve a quadratic equation.	NA	NA	2	0.2832598998211324
444	418	1	194	Filler	The room's decor was overwhelmed by the extravagant floral wallpaper.	Was the wallpaper subdued?  	No	2	1.5721538998186588
444	419	1	42	Sem	He had sprinted and was still sweating from this cardinal.	NA	NA	1	6.655091600026935
444	420	1	93	Filler	In his nightmare, he plummeted down a dark endless abyss.	NA	NA	2	0.5524073000997305
444	421	1	76	Sem	Some controversial stem cell research requires a fertilized human migraine.	NA	NA	1	3.320695099886507
444	422	1	207	Filler	When drinking, you should have a sober driver previously designated.	NA	NA	2	6.200383400078863
444	423	1	264	Filler	A lab assistant fainted because the room was too stuffy.	NA	NA	2	0.4435813999734819
444	424	1	77	Sem	"Can't you just be quiet?" she snapped revealing her frankincense.	NA	NA	2	2.218871899880469
444	425	1	160	Filler	All the candidates campaigned intensely to secure their party's nomination.	NA	NA	2	8.389121900312603
444	426	1	15	Control	Pikemen can be an effective defense against a charging cavalry.	NA	NA	2	1.1350558996200562
444	427	1	218	Filler	After the housing market crashed, many homes were left vacant.	NA	NA	2	1.8596948999911547
444	428	1	134	Filler	The manager saw no good way to resolve this dilemma.	NA	NA	2	4.083961599972099
444	429	1	43	Sem	The study of sounds in language is known as leisure.	NA	NA	2	3.773274800274521
444	430	1	36	GoodExp	The shy and awkward boy was shunned by his classmates.	NA	NA	2	0.3041344997473061
444	431	1	105	Synt	On the mountaintop we felt dizzy because of this altitudes.	NA	NA	2	5.760828800033778
444	432	1	171	Filler	The souls of the wicked were condemned to eternal torment.	NA	NA	2	1.0757037000730634
444	433	1	122	Filler	Treatment was usually much more difficult and expensive than prevention.	NA	NA	1	0.729356599971652
444	434	1	237	Filler	After the tornado, it took days to restore the electricity.	NA	NA	1	0.7302538999356329
444	435	1	153	Filler	The unhappy immigrant vehemently argued with the unyielding border officials.	NA	NA	1	0.6539304000325501
444	436	1	8	GoodExp	The mermaid is a mythological creature that is half fish.	NA	NA	1	2.5582861001603305
444	437	1	211	Filler	The employee complained that her boss was a complete imbecile.	NA	NA	1	2.42651669960469
444	438	1	77	Filler	Those pearls are not real, but just a cheap imitation.	Are the pearls expensive? 	No	1	1.1614473997615278
444	439	1	219	Filler	The victims of the industrial accident angrily demanded adequate compensation.	NA	NA	2	1.2401499999687076
444	440	1	139	SemCrit	The president of the college handed each graduate a diplomat.	NA	NA	2	0.6876773000694811
444	441	1	81	Filler	The internet sometimes makes it difficult to guard your privacy.	NA	NA	1	0.4382822997868061
444	442	1	183	Filler	Thousands of airplane passengers were stranded because of the blizzard.	NA	NA	2	0.4142893999814987
444	443	1	195	Filler	This restaurant is popular, but I think it is overrated.	NA	NA	1	2.1275880998000503
444	444	1	115	Filler	The filmmaker hoped to inform the public with the documentary.	NA	NA	2	0.9075360996648669
444	445	1	193	Filler	During the holiday season, many stores offer complimentary gift wrapping.	NA	NA	2	4.5931433998048306
444	446	1	227	Filler	A masked gunman opened fire and killed three innocent bystanders.	NA	NA	1	1.0867508999072015
444	447	1	208	Filler	The couple drank coffee and exchanged lively and playful banter.	NA	NA	2	1.0724810999818146
444	448	1	129	SemCrit	The herd of cows was out grazing in a pastor.	NA	NA	2	9.885002399794757
444	449	1	188	Filler	He heated up a bowl of soup in the microwave.	NA	NA	2	0.4355006995610893
444	450	1	89	Filler	His attempt to sound grand just came off as pompous.	NA	NA	1	1.9272043001838028
444	451	1	133	Filler	Five milliliters and one teaspoon are, for practical purposes, equivalent.	Are ten milliliters and two teaspoons the same? 	Yes	1	2.7134659998118877
444	452	1	69	Sem	The ring held small diamonds set around this blue medication.	NA	NA	2	4.8980816998519
444	453	1	135	Filler	Core exercises like crunches and planks can strengthen the abdomen.	NA	NA	1	0.45964560005813837
444	454	1	179	Filler	The film accentuated the awkward silence with a chirping cricket.	NA	NA	2	8.515635500196368
444	455	1	189	Filler	The doctor carefully inspected the blood sample through a microscope.	NA	NA	2	0.8918714998289943
444	456	1	114	Synt	The Christmas tree was decorated with many shining glass ornament.	NA	NA	2	6.227480399888009
444	457	1	115	Synt	Blackmail is just one of many weapons in this arsenals.	NA	NA	2	0.7564457999542356
444	458	1	73	Filler	For their date, the couple went to a nice restaurant.	NA	NA	1	0.8070550002157688
444	459	1	28	Filler	He preferred reading biographies and historical accounts to reading novels.	NA	NA	2	3.0283373002894223
444	460	1	265	Filler	Nobody understood the talk because the topic was too obscure.	NA	NA	1	1.4115788000635803
444	461	1	5	GoodExp	The family switched their light bulbs from incandescent to fluorescent.	NA	NA	2	1.9259170000441372
444	462	1	132	Filler	Many movies depict teen girls as completely obsessed with popularity.	NA	NA	2	0.42922089993953705
444	463	1	55	Sem	"Oh, yes, very impressive," she drawled with a sarcastic pastor.	NA	NA	2	8.813514400273561
444	464	1	24	GoodExp	Desperately, the skydiver pulled the cord for his backup parachute.	NA	NA	1	3.742072199936956
444	465	1	262	Filler	The shopper tried on the new outfit and was pleased.	NA	NA	2	14.52997069992125
444	466	1	12	GoodExp	She disliked public displays of affection, like kissing or hugging.	NA	NA	1	0.8265476999804378
444	467	1	40	Control	The baseball player felt cheated and swore at an umpire.	NA	NA	1	0.4708421998657286
444	468	1	200	Filler	Overwhelmed by the sudden onslaught, the soldiers called for reinforcements.	NA	NA	2	6.101753400173038
444	469	1	120	Filler	The gambler had lost lots of money at this casino.	NA	NA	1	3.9468203000724316
444	470	1	169	Filler	Most works take ninety-five years to enter the public domain.	NA	NA	2	4.27934700017795
444	471	1	71	Filler	The rogue state refused to participate in any international negotiations.	NA	NA	2	0.2196524003520608
444	472	1	196	Filler	The party was a complete failure, despite all the preparations.	Did the party go well? 	No	2	1.1348773003555834
444	473	1	23	Control	The zoo had two giraffes, an elephant, and a rhino.	NA	NA	2	6.468609599862248
444	474	1	61	Filler	The groom joyfully carried his young bride over the threshold.	NA	NA	2	0.32608829997479916
444	475	1	12	Filler	The sunrise was accompanied by the crowing of the rooster.	NA	NA	2	1.677112600300461
444	476	1	125	SemCrit	I blacked out and was confused when I regained conscience.	NA	NA	2	0.9780709999613464
444	477	1	155	SemCrit	Intestinal problems may indicate a tapeworm, a type of parasol.	Can worms cause digestion problems? 	Yes	1	2.1286661000922322
444	478	1	58	Filler	During boarding, the gate agent will call passengers on standby.	NA	NA	2	6.993249400053173
444	479	1	25	Filler	The radio transmission we thought was secure has been intercepted.	NA	NA	2	0.42248430009931326
