subj	order	list	item	condition	sentence	question	correct_answer	response
555	267	4	108	Filler	Gossip about the celebrity scandal was paraded through the tabloids.	NA	NA	3	0.9266238999553025
555	268	4	171	Filler	The souls of the wicked were condemned to eternal torment.	NA	NA	3	3.55723479995504
555	269	4	49	Filler	Diplomats hoped the dispute would come to a peaceful resolution.	NA	NA	3	2.5428391001187265
555	270	4	16	Sem	The dentist congratulated me on not having a single petal.	NA	NA	3	1.153504999820143
555	271	4	96	SemCrit	The thesaurus shows that a synonym for drunkenness is abbreviation.	NA	NA	3	1.387081400025636
555	272	4	86	Filler	The speedy roadrunner always managed to evade the hungry coyote.	Was the coyote hungry? 	Yes	3	7.501039800234139
555	273	4	125	Control	I blacked out and was confused when I regained consciousness.	NA	NA	3	2.042317899875343
555	274	4	200	Filler	Overwhelmed by the sudden onslaught, the soldiers called for reinforcements.	NA	NA	3	1.8732521999627352
555	275	4	180	Filler	He wouldn't come to the bargaining table without significant leverage.	NA	NA	3	3.759186000097543
555	276	4	122	Control	The slogan "change" was a focus of that presidential campaign.	Was the focal point a specific policy? 	No	3	0.46578430011868477
555	277	4	136	Filler	The insensitive paparazzi turned the singer's suffering into a spectacle.	NA	NA	3	2.8231192003004253
555	278	4	29	Filler	The naughty little child had always been quite a troublemaker.	NA	NA	3	3.091360700316727
555	279	4	72	Synt	The soaring eagle circled and glided upwards on a thermals.	NA	NA	3	0.8543028002604842
555	280	4	1	Sem	Someone who has fought in a war is a rhinestone.	Does the sentence mention a war? 	Yes	3	0.7438890999183059
555	281	4	259	Filler	Maintaining a healthy weight requires a good diet and exercise.	NA	NA	3	1.5005850000306964
555	282	4	135	Filler	Core exercises like crunches and planks can strengthen the abdomen.	NA	NA	3	0.22520679980516434
555	283	4	261	Filler	This common but delicious hearty vegetable soup is called minestrone.	NA	NA	3	5.704580799676478
555	284	4	140	Filler	Many people drink coffee for a daily dose of caffeine.	NA	NA	3	6.052829100284725
555	285	4	273	Filler	Hot ash and lava spewed from the violently erupting volcano.	NA	NA	3	1.1560496999882162
555	286	4	63	Filler	Without painkillers, the agony from her injury was utterly unbearable.	Was she suffering from cramps? 	No	3	0.3970139999873936
555	287	4	134	Filler	The manager saw no good way to resolve this dilemma.	NA	NA	3	0.2048857002519071
555	288	4	51	Synt	The preacher believed drunkenness was the cause of much immoralities.	NA	NA	3	1.311642900109291
555	289	4	201	Filler	As the population ages, more adults find themselves becoming caregivers.	NA	NA	3	1.8744701002724469
555	290	4	99	Filler	A judge or a priest can perform an official marriage.	NA	NA	3	0.9910901002585888
555	291	4	31	Sem	The student went to medical school to become a cardinal.	NA	NA	3	0.629127399995923
555	292	4	101	SemCrit	The museum pass provides five dollars off of each admonition.	Does the pass apply to only one admission? 	No	3	1.5037127998657525
555	293	4	16	GoodExp	The man shaved away his stubble with a disposable razor.	NA	NA	3	0.7153179999440908
555	294	4	88	SemCrit	Cats were the only company for this lonely old splinter.	NA	NA	3	1.0726605001837015
555	295	4	72	Filler	The skilled adventurer knew how to survive in the wilderness.	Did the adventurer know how to find food and water? 	Yes	3	1.0262128999456763
555	296	4	137	Filler	The eagerly awaited package was delivered by a cheerful postman.	NA	NA	3	0.7948545003309846
555	297	4	139	Control	The president of the college handed each graduate a diploma.	NA	NA	3	0.9702134002000093
555	298	4	48	Filler	The security alarm went off when it detected the intruder.	NA	NA	3	4.617789200041443
555	299	4	116	SemCrit	The detectives discovered the professor was poisoned with this arsenal.	NA	NA	3	2.8337557003833354
555	300	4	18	Filler	You can make positive change if you take the initiative.	NA	NA	3	0.8366753999143839
555	301	4	31	GoodExp	The reader was drawn in by the article's sensational headline.	NA	NA	3	0.5100578996352851
555	302	4	254	Filler	The main ingredient in a Caesar salad is Romaine lettuce.	NA	NA	3	0.3416085997596383
555	303	4	116	Filler	The algebra students learned how to solve a quadratic equation.	NA	NA	3	0.35958420019596815
555	304	4	242	Filler	To garner support for the war, the government issued propaganda.	NA	NA	3	1.9428451000712812
555	305	4	107	SemCrit	The college sent out a newsletter to all its aluminum.	Does the sentence mention a college? 	Yes	3	0.39214539993554354
555	306	4	222	Filler	The villain's struggling captive inadvertently triggered the final launch countdown.	NA	NA	4	3.2297918000258505
555	307	4	19	Sem	Her grandmother's pennies inspired her to start a coin parasol.	NA	NA	4	1.8283742000348866
555	308	4	79	Filler	The most formal attire for a man is a tuxedo.	NA	NA	4	1.356692399829626
555	309	4	53	Filler	She left the snuffed out cigarette smoldering in the ashtray.	NA	NA	4	1.9559214999899268
555	310	4	250	Filler	College students often must spend much money on their textbooks.	NA	NA	4	1.056855899747461
555	311	4	129	Control	The herd of cows was out grazing in a pasture.	NA	NA	4	1.2881640000268817
555	312	4	185	Filler	The novel's twist ending was a surprise to many readers.	NA	NA	4	1.2105457000434399
555	313	4	2	Filler	To succeed, you must be more than just a dreamer.	NA	NA	4	1.1537734000012279
555	314	4	1	Filler	The district attorney did not have enough evidence to prosecute.	NA	NA	4	0.4437514999881387
555	315	4	162	Filler	Spring rolls filled with vegetables are a great healthy appetizer.	NA	NA	4	0.33038910012692213
555	316	4	76	Synt	Some controversial stem cell research requires a fertilized human embryos.	NA	NA	4	0.26028629997745156
555	317	4	44	Filler	The persistent child worked for hours on the jigsaw puzzle.	NA	NA	4	2.8399247000925243
555	318	4	21	GoodExp	The lighthouse built on the rocky coast prevented many shipwrecks.	NA	NA	4	6.863902600016445
555	319	4	24	Filler	The king's court was filled with scandal and political intrigue.	NA	NA	4	0.7528355000540614
555	320	4	53	Synt	After the Holocaust, German history could never escape this infamies.	NA	NA	4	1.2651169002056122
555	321	4	68	Synt	He denounced the novel's film adaptation as a complete travesties.	Did he recommend the movie? 	No	4	5.79308670014143
555	322	4	40	GoodExp	The audio editing software was available as a free download.	NA	NA	4	3.7573424000293016
555	323	4	93	Filler	In his nightmare, he plummeted down a dark endless abyss.	NA	NA	4	2.106978400144726
555	324	4	40	Filler	Their refusal to hire a black waitress was blatant racism.	NA	NA	4	0.3906713998876512
555	325	4	79	Synt	The poor stayed poor because of this limited upward mobilities.	NA	NA	4	0.24849609984084964
555	326	4	54	Filler	The bodyguard chased after the fan at the rock concert.	NA	NA	4	0.4349763998761773
555	327	4	7	GoodExp	Tourists gazed at the temple's magnificent rows of marble columns.	NA	NA	4	0.5677889003418386
555	328	4	145	Control	Yuan emperors were Mongolian because Kublai Khan founded this dynasty.	NA	NA	4	0.46043149987235665
555	329	4	73	Synt	The student had his editorial published in a local gazettes.	NA	NA	4	0.9266889002174139
555	330	4	81	Filler	The internet sometimes makes it difficult to guard your privacy.	NA	NA	4	0.3857045001350343
555	331	4	34	Filler	Police arrested the drunk driver and revoked his driver's license.	NA	NA	4	0.4433082998730242
555	332	4	37	Filler	The thoroughbred racing horse was ridden by an experienced jockey.	NA	NA	4	0.6769292000681162
555	333	4	142	Control	His personality was dramatically altered after acquiring this brain lesion.	Was the alteration noticeable? 	Yes	4	0.4616290000267327
555	334	4	227	Filler	A masked gunman opened fire and killed three innocent bystanders.	NA	NA	4	0.3741346001625061
555	335	4	179	Filler	The film accentuated the awkward silence with a chirping cricket.	Was the silence absolute? 	No	4	0.38647809997200966
555	336	4	151	Filler	The sky lit up with sparkling explosions and shimmering sparks.	NA	NA	4	5.228447500150651
555	337	4	147	Control	The contraction for "it is" needs to include an apostrophe.	NA	NA	4	1.3883444997482002
555	338	4	110	Filler	To keep healthy, do aerobic exercises like running or jogging.	NA	NA	4	1.348960599862039
555	339	4	138	Control	My back was so tense I really needed a massage.	Was my problem stiff joints? 	No	4	0.9393114997074008
555	340	4	275	Filler	She felt that the novel was spoiled by the translation.	NA	NA	4	0.39658219972625375
555	341	4	67	Filler	Even after being caught, the cold-blooded killer showed no remorse.	NA	NA	4	0.8475318998098373
555	342	4	177	Filler	Smoking tobacco greatly increases the risk of developing lung cancer.	NA	NA	4	0.8594490000978112
555	343	4	152	Filler	Women in the workplace often faced physical and verbal harassment.	NA	NA	4	0.33475330006331205
555	344	4	75	Synt	You cannot buy Cuban cigars because there is an embargos.	NA	NA	4	0.46309190010651946
555	345	4	74	Filler	Of the politicians present, the governor was the most prominent.	NA	NA	4	0.3706247000955045
555	346	4	122	Filler	Treatment was usually much more difficult and expensive than prevention.	NA	NA	4	1.206998999696225
555	347	4	41	Filler	Only upperclassmen could join, and he was still a sophomore.	NA	NA	4	0.5879172999411821
555	348	4	225	Filler	Barely able to stand the suspense, she quivered with anticipation.	NA	NA	4	0.42463280027732253
555	349	4	83	Filler	Promoting small businesses helps to create jobs and decrease unemployment.	NA	NA	4	0.25050750002264977
555	350	4	12	Sem	There is a beanbag toss game booth at this destruction.	NA	NA	4	1.1671589999459684
555	351	4	63	Synt	Feudal lords lived off the labor of an oppressed peasantries.	Does the sentence mention medieval clergy? 	No	4	0.2878422997891903
555	352	4	3	Filler	Repulsed by the city's defenses, they resorted to a siege.	NA	NA	4	0.3277226001955569
555	353	4	34	GoodExp	The self-absorbed man considered himself a profound thinker and philosopher.	NA	NA	4	1.7299472000449896
555	354	4	197	Filler	A crepe is like a very thin and delicate pancake.	NA	NA	4	0.31398600013926625
555	355	4	6	Filler	The bird warbled a cheerful tune ending in a trill.	NA	NA	4	0.37438900023698807
555	356	4	184	Filler	Many could not find bread because of the flour shortage.	NA	NA	4	1.1802198002114892
555	357	4	13	Sem	The reagents reacted faster in the presence of an anecdote.	NA	NA	4	0.8051777998916805
555	358	4	52	Synt	The artist achieved eternal fame despite not seeking this immortalities.	Was the artist's fame enduring? 	Yes	4	1.049766100011766
555	359	4	100	SemCrit	The flute player nervously prepared an excerpt for an addition.	NA	NA	4	3.415085299871862
555	360	4	154	Filler	A conscientious objector refuses the draft because of religious convictions.	NA	NA	4	2.5070705004036427
555	361	4	175	Filler	The bridesmaids happily vied to catch the bride's wedding bouquet.	NA	NA	4	0.6000393996946514
555	362	4	130	Control	The congregation listens to a sermon delivered by a pastor.	Are the people listening? 	Yes	4	3.442914799787104
555	363	4	153	Filler	The unhappy immigrant vehemently argued with the unyielding border officials.	NA	NA	4	1.3012601002119482
555	364	4	110	SemCrit	The printer needed more paper and a new ink carriage.	Was the printer out of paper? 	Yes	4	0.5095338998362422
555	365	4	133	Control	That white dog with little black spots is a dalmatian.	NA	NA	4	0.8274962999857962
555	366	4	8	Filler	She always made a list before going shopping for groceries.	NA	NA	4	1.3077854998409748
555	367	4	64	Filler	Movie theaters usually give discounts for children, students, and seniors.	NA	NA	4	4.4934191997163
555	368	4	109	Filler	The technological boom progressed more quickly than anyone could anticipate.	NA	NA	4	2.4743062001653016
555	369	4	67	Synt	The castle wall was adorned with a beautiful woven tapestries.	NA	NA	4	1.7153232996352017
555	370	4	109	SemCrit	The princess arrived at the ball in a horse-drawn cartridge.	NA	NA	4	5.54595119971782
555	371	4	157	Filler	The spy hoped nobody would recognize her through her disguise.	NA	NA	4	0.319176800083369
555	372	4	49	Synt	The scientist designed an experiment to test a controversial hypotheses.	NA	NA	4	0.2298364001326263
555	373	4	232	Filler	She unfortunately could not attend because she had previous engagements.	NA	NA	4	0.8116784002631903
555	374	4	62	Filler	The language savant suffered brain damage in a car accident.	NA	NA	4	2.0610867999494076
555	375	4	17	GoodExp	The earth shook and buildings crumbled in the massive earthquake.	Were the buildings damaged by high winds? 	No	4	0.4833244998008013
555	376	4	30	Sem	The archeologists found the mummy of a young Egyptian hearth.	NA	NA	4	0.46396359987556934
555	377	4	33	GoodExp	I was pleased to find my hosts were very welcoming.	NA	NA	4	0.4545847000554204
555	378	4	92	SemCrit	Incensed at the captain, the crew staged a full-scale immunity.	Were the sailors angry? 	Yes	4	1.3899380001239479
555	379	4	139	Filler	The hotel bathroom had little bottles of shampoo and conditioner.	NA	NA	4	1.665860100183636
555	380	4	32	Sem	A new gravitational theory was proposed by an eminent campaign.	NA	NA	4	3.306517700199038
555	381	4	74	Synt	The powerful cheetah sprinted in pursuit of a baby gazelles.	NA	NA	4	0.706048599909991
555	382	4	3	GoodExp	The dentist gave her some dental floss and a toothbrush.	Was the toothbrush a gift from a teacher? 	No	4	1.2820633999072015
555	383	4	26	Filler	Every day at lunch she ordered a hamburger or cheeseburger.	NA	NA	4	3.093006500042975
555	384	4	56	Filler	Many young sports players look up to their team captains.	NA	NA	4	2.4806359000504017
555	385	4	190	Filler	The major led a large company, consisting of five platoons.	NA	NA	4	5.7062180996872485
555	386	4	223	Filler	Many companies and corporations will match their employees' charitable donations.	NA	NA	4	4.846164099872112
555	387	4	36	Filler	The princess lived in a castle guarded by a dragon.	NA	NA	4	0.974072199780494
555	388	4	73	Filler	For their date, the couple went to a nice restaurant.	NA	NA	4	0.9674383997917175
555	389	4	2	GoodExp	Whenever he reminisces about his beloved he starts waxing poetic.	NA	NA	4	0.3519560000859201
555	390	4	181	Filler	The crime of unintentionally killing another person is involuntary manslaughter.	NA	NA	4	0.8926745001226664
555	391	4	240	Filler	She knew the deadline was approaching, but was still procrastinating.	Was she aware of the deadline? 	Yes	4	3.0042190002277493
555	392	4	194	Filler	The room's decor was overwhelmed by the extravagant floral wallpaper.	NA	NA	4	3.2282396997325122
555	393	4	102	Filler	Avocados, onions, tomatoes, lime, and cilantro make the perfect guacamole.	Does the recipe include onions? 	Yes	4	0.6688081002794206
555	394	4	241	Filler	When the dog heard the dinner bell, it started drooling.	NA	NA	4	1.0474727000109851
555	395	4	27	GoodExp	The tourist sent each of her friends a nice postcard.	NA	NA	4	0.6273727002553642
555	396	4	5	Sem	The storyteller could turn any incident into an amusing hearse.	NA	NA	4	1.6787148001603782
555	397	4	243	Filler	He hoped his research would lead to many practical applications.	NA	NA	4	3.0396108999848366
555	398	4	66	Synt	The computer could read text aloud using a speech synthesizers.	NA	NA	4	2.920565700158477
555	399	4	47	Synt	The heat felt even worse because of all this humidities.	NA	NA	4	0.41052870033308864
555	400	4	211	Filler	The employee complained that her boss was a complete imbecile.	NA	NA	4	1.9604778001084924
555	401	4	118	SemCrit	Romeo longingly admired Juliet as she stood on this baloney.	NA	NA	4	0.573091700207442
555	402	4	238	Filler	It is cliche to say teenagers think they are invincible.	NA	NA	4	1.112468000035733
555	403	4	118	Filler	The tropical greenhouse was filled with ferns, hibiscus, and orchids.	NA	NA	4	0.7490534000098705
555	404	4	27	Filler	The female parts of a flower are called the carpel.	NA	NA	4	3.7183606000617146
555	405	4	37	Sem	Disgusted, she pulled away from his touch with a facility.	NA	NA	4	0.9095779997296631
555	406	4	35	Filler	The convenience store robbery was caught on the security camera.	NA	NA	4	2.0925341001711786
555	407	4	249	Filler	The poor girl gazed longingly at the king's opulent palace.	NA	NA	4	0.7051745997741818
555	408	4	183	Filler	Thousands of airplane passengers were stranded because of the blizzard.	NA	NA	4	1.8598520001396537
555	409	4	87	SemCrit	Handling the rough wooden plank gave the woman a spinster.	NA	NA	4	0.8307175999507308
555	410	4	19	GoodExp	Because the dictator was feared, no protests ever took place.	NA	NA	4	2.2200828003697097
555	411	4	113	Filler	The baron pouted, feeling the insult had wounded his dignity.	NA	NA	4	3.5780390999279916
555	412	4	34	Sem	The bleach is too concentrated and requires a one-in-five shudder.	NA	NA	4	1.6792902001179755
555	413	4	32	Filler	While evacuating, she lost her phone in all the commotion.	NA	NA	4	0.2745185000821948
555	414	4	120	SemCrit	Capture or kill the wanted criminal to collect a boundary.	NA	NA	4	1.7932672002352774
555	415	4	5	GoodExp	The family switched their light bulbs from incandescent to fluorescent.	NA	NA	4	1.2944908998906612
555	416	4	126	Filler	The mobster was caught and charged with blackmail and extortion.	NA	NA	4	0.27608769992366433
555	417	4	117	SemCrit	The cheapest lunchmeat at this grocery store is this balcony.	NA	NA	4	0.26707090018317103
555	418	4	52	Filler	She searched under the couch cushions for the television remote.	NA	NA	4	0.589992200024426
555	419	4	90	SemCrit	He had a short attention span and needed constant stipulation.	NA	NA	4	0.3883243999443948
555	420	4	23	Sem	The zoo had two giraffes, an elephant, and a carburetor.	NA	NA	4	0.39361830009147525
555	421	4	149	Filler	At the movie's climax, the hero finally battles his nemesis.	NA	NA	4	0.4612206001766026
555	422	4	205	Filler	The verdant jungle was teeming with exotic flora and fauna.	NA	NA	4	1.289480300154537
555	423	4	136	Control	I control my fate; I don't have a predetermined destiny.	NA	NA	4	1.905487900134176
555	424	4	265	Filler	Nobody understood the talk because the topic was too obscure.	NA	NA	4	0.9981788997538388
555	425	4	10	Sem	Political corruption and economic hardship fueled a growing anti-government dalmatian.	NA	NA	4	0.9170381999574602
555	426	4	15	GoodExp	The religious mystic entered a euphoric state of spiritual ecstasy.	NA	NA	4	0.4233240997418761
555	427	4	150	Filler	The hymn was accompanied by the church's old pipe organ.	NA	NA	4	1.0986385000869632
555	428	4	216	Filler	At approximately age twelve, children begin to go through puberty.	NA	NA	4	0.8762655998580158
555	429	4	169	Filler	Most works take ninety-five years to enter the public domain.	NA	NA	4	2.8109753001481295
555	430	4	247	Filler	The woman used the ATM to make a cash withdrawal.	NA	NA	4	5.2361820000223815
555	431	4	6	Sem	She saved him from the poison by administering a matinee.	NA	NA	4	0.8981196000240743
555	432	4	22	Sem	Harvesting crops is often the job of a seasonal massage.	NA	NA	4	0.24073230009526014
555	433	4	113	SemCrit	The United States has a large stockpile of nuclear ornaments.	NA	NA	4	0.7146964999847114
555	434	4	119	Filler	Stradivari is renowned worldwide for making the most incredible violins.	NA	NA	4	1.1746852998621762
555	435	4	157	Control	Considering my previous experiences, I had a rather low expectation.	NA	NA	4	0.03207499999552965
555	436	4	148	Control	The doomsday preacher urged repentance and warned of an apocalypse.	NA	NA	4	2.1749770999886096
555	437	4	234	Filler	Deciding his poker hand was no good, the gambler folded.	NA	NA	4	0.42584449984133244
555	438	4	1	GoodExp	The mysterious murders crippled the community with fear and paranoia.	NA	NA	4	0.5061610001139343
555	439	4	84	SemCrit	She lunged towards his neck, going right for the juggler.	NA	NA	4	0.3030838002450764
555	440	4	236	Filler	The public drinking water supply was tested regularly for contaminants.	NA	NA	4	0.4864240996539593
555	441	4	192	Filler	A baroness gave some salad leaves to her pet bunny.	NA	NA	4	0.5980104999616742
555	442	4	33	Filler	Since blogging's inception, people have predicted the death of journalism.	NA	NA	4	0.6100393999367952
555	443	4	17	Filler	Regulating interstate trade is a job of the federal government.	NA	NA	4	0.3119330001063645
555	444	4	7	Sem	Clownfish have evolved invulnerability to the poison tentacles of ornaments.	NA	NA	4	0.29718750016763806
555	445	4	28	GoodExp	She felt reading someone else's diary was an unforgivable intrusion.	NA	NA	4	0.3238454000093043
555	446	4	80	Synt	Champagne was once reserved exclusively for the royalty and nobilities.	NA	NA	4	0.5684776999987662
555	447	4	89	SemCrit	Candidates must be citizens, but that is the only stimulation.	NA	NA	4	0.5054125995375216
555	448	4	260	Filler	Public accountants must pass a rigorous exam to become certified.	NA	NA	4	0.2518581999465823
555	449	4	220	Filler	Despite my occasional jealousy, I never wanted our roles reversed.	NA	NA	4	0.24501169985160232
555	450	4	82	Filler	The soldier had been a waitress before she was recruited.	NA	NA	4	0.2669839998707175
555	451	4	146	Control	That grenade explodes stronger than a stick of this dynamite.	NA	NA	4	0.27192919980734587
555	452	4	98	SemCrit	The sailors feared the harsh discipline of this ship caption.	NA	NA	4	0.2652320000343025
555	453	4	7	Filler	The terrorists threatened to kill all of the frightened hostages.	NA	NA	4	0.5018722000531852
555	454	4	9	GoodExp	The chimpanzee's vicious attack left the woman's face completely eviscerated.	NA	NA	4	0.21948800003156066
555	455	4	123	Control	A syllogism is a common form of a deductive inference.	NA	NA	4	0.365771799813956
555	456	4	105	SemCrit	On the mountaintop we felt dizzy because of this attitude.	NA	NA	4	0.9933841996826231
555	457	4	27	Sem	Statisticians emphasize that causation is not implied by a hypotenuse.	NA	NA	4	0.39503900008276105
555	458	4	43	Synt	The study of sounds in language is known as phonologies.	NA	NA	4	0.3300028000958264
555	459	4	128	Filler	The judge ordered the audience to stop disrupting the proceedings.	NA	NA	4	0.30996729992330074
555	460	4	18	GoodExp	The sociologist investigated how status interacted with ethnicity and gender.	NA	NA	4	0.4399127997457981
555	461	4	104	Filler	The spicy hot fermented cabbage in Korean food is kimchi.	NA	NA	4	0.35058119986206293
555	462	4	112	Filler	You should never drive a car while under the influence.	NA	NA	4	0.25251019978895783
555	463	4	30	GoodExp	A gust of wind blew the newspaper down the street.	NA	NA	4	0.3737777997739613
555	464	4	46	Synt	Each winter evening, the family gathers around a warm hearths.	NA	NA	4	0.2474324000068009
555	465	4	29	Sem	The moth attracted a mate by releasing a potent admonition.	NA	NA	4	0.8200538996607065
555	466	4	21	Filler	The flower vase shattered when it fell off the shelf.	NA	NA	4	0.2556799999438226
555	467	4	25	GoodExp	When the car exploded, the burning plastic emitted toxic fumes.	NA	NA	4	0.4702735999599099
555	468	4	84	Filler	He bought his girlfriend perfume, and she bought him cologne.	NA	NA	4	0.48297470016404986
555	469	4	131	Control	A soldier fighting for the highest bidder is a mercenary.	NA	NA	4	0.47467669984325767
555	470	4	10	GoodExp	The psychologist believed his fits were a symptom of neurosis.	NA	NA	4	0.3278387002646923
555	471	4	112	SemCrit	No light escapes the black hole once within this radium.	NA	NA	4	0.3118078000843525
555	472	4	143	Control	The low intensity workout compensated by having a long duration.	NA	NA	4	0.45641899993643165
555	473	4	94	Filler	The octopus is believed to be the most intelligent invertebrate.	NA	NA	4	0.3894067001529038
555	474	4	159	Control	Claiming two wrongs make a right is a common fallacy.	NA	NA	4	0.304012400098145
555	475	4	104	SemCrit	Edith Piaf's extraordinary singing career was begun in a carburetor.	NA	NA	4	0.4199811997823417
555	476	4	235	Filler	The practice of yoga can make your body more flexible.	NA	NA	4	0.3196397996507585
555	477	4	266	Filler	Studies have shown that the most addictive substance is nicotine.	NA	NA	4	1.1739183999598026
555	478	4	170	Filler	Malls often offer many dining options in the food court.	NA	NA	4	0.5825971998274326
555	479	4	114	Filler	She loved bread and always dreamed of opening a bakery.	NA	NA	4	0.27083760034292936
