ItemNum,Condition,Sentence,Question,Answer
52,Synt,The artist achieved eternal fame despite not seeking this immortalities.,Was the artist's fame enduring? ,Yes
53,Synt,"After the Holocaust, German history could never escape this infamies.",Does the sentence mention atom bomb? ,No
54,Synt,"Despite technological advances, wars cannot be won without an infantries.",Has military technology improved? ,Yes
55,Synt,"Oh, yes, very impressive, she drawled with a sarcastic inflections.",,
56,Synt,Medics cleaned and bandaged the wound to prevent an infections.,Did the medics suture the wound? ,No
57,Synt,"The three kings bore gifts of gold, myrrh, and frankincenses.",Were the gifts brought by women? ,No
58,Synt,It's alive! he cackled as he animated this monster Frankensteins.,,
59,Synt,This docile herbivorous aquatic mammal is known as a manatees.,Is the creature a mammal? ,Yes
60,Synt,The afternoon showing cost less because it was a matinees.,Was the show less expensive?  ,Yes
61,Synt,Apply this eyeliner and brush your lashes with this mascaras.,,
62,Synt,She danced with an elegant masked gentleman at that masquerades.,,
63,Synt,Feudal lords lived off the labor of an oppressed peasantries.,,
64,Synt,The hostess greeted her guests with a light social pleasantries.,Did the woman have guests? ,Yes
65,Synt,Senator McCarthy accused the screenwriter of being a Communist sympathizers.,,
66,Synt,The computer could read text aloud using a speech synthesizers.,Does the sentence mention a teacher? ,No
67,Synt,The castle wall was adorned with a beautiful woven tapestries.,Was the decoration on the floor? ,No
68,Synt,He denounced the novel's film adaptation as a complete travesties.,Did he recommend the movie? ,No
69,Synt,The ring held small diamonds set around this blue sapphires.,Were there precious stones in the ring? ,Yes
70,Synt,The rice was spiced with a pinch of that saffrons.,,
71,Synt,"For lunch, she had brought tomato soup in a thermoses.",Did she bring her own lunch? ,Yes
72,Synt,The soaring eagle circled and glided upwards on a thermals.,Was the bird an ostrich? ,No
73,Synt,The student had his editorial published in a local gazettes.,,
74,Synt,The powerful cheetah sprinted in pursuit of a baby gazelles.,Was the cheetah running? ,Yes
75,Synt,You cannot buy Cuban cigars because there is an embargos.,,
76,Synt,Some controversial stem cell research requires a fertilized human embryos.,Is some medical research controversial? ,Yes
77,Synt,Can't you just be quiet? she snapped revealing her irritations.,,
78,Synt,Agriculture in this desert would be impossible without this irrigations.,Is this place a desert? ,Yes
79,Synt,The poor stayed poor because of this limited upward mobilities.,,
80,Synt,Champagne was once reserved exclusively for the royalty and nobilities.,,
81,Synt,The lecherous satyr chased after a beautiful lithe wood nymphs.,Was the pursued creature especially clumsy? ,No
82,Synt,Two important fluids in the body are blood and lymphs.,,
83,Synt,"The circus featured an acrobat, a clown, and a jugglers.",Was there a clown at the performance? ,Yes
84,Synt,"She lunged towards his neck, going right for the jugulars.",,
85,Synt,"In the nineties, the Rugrats was a very popular cartoons.",Was the Rugrats obscure during the nineties? ,No
86,Synt,The child made a caterpillar from an old egg cartons.,Did the child make a caterpillar? ,Yes
87,Synt,Handling the rough wooden plank gave the woman a splinters.,,
88,Synt,Cats were the only company for this lonely old spinsters.,,
89,Synt,"Candidates must be citizens, but that is the only stipulations.",Is citizenship required? ,Yes
90,Synt,He had a short attention span and needed constant stimulations.,Did he concentrate easily? ,No
91,Synt,She was vaccinated so her body would developed an immunities.,Was the injection an anesthetic? ,No
92,Synt,"Incensed at the captain, the crew staged a full-scale mutinies.",,
93,Synt,The mason built his own house of brick and mortars.,,
94,Synt,The goddess refused to be bested by a mere mortals.,,
95,Synt,"Like the IRS and FBI, CIA is another three-letter abbreviations.",Were they similar because they rhymed? ,No
96,Synt,The thesaurus shows that a synonym for drunkenness is inebriations.,,
97,Synt,A lolcat is cat photograph with a humorous ungrammatical captions.,Does the sentence mention a photo? ,Yes
98,Synt,The sailors feared the harsh discipline of this ship captains.,,
99,Synt,The teacher taught that subtraction was the opposite of additions.,Was the lesson about grammar? ,No
100,Synt,The flute player nervously prepared an excerpt for an auditions.,,
101,Synt,The museum pass provides five dollars off of each admissions.,,
102,Synt,"Never stay out past midnight, was his mother's strict admonitions.",,
103,Synt,Old car engines mixed fuel and air in a carburetors.,,
104,Synt,Edith Piaf's extraordinary singing career was begun in a cabarets.,Was Edith Piaf an actress? ,No
105,Synt,On the mountaintop we felt dizzy because of this altitudes.,Were we up quite high? ,Yes
106,Synt,The coach scolded the player for having a bad attitudes.,Was the student rebuked by a peer? ,No
107,Synt,The college sent out a newsletter to all its alumnus.,Does the sentence mention a college? ,Yes
108,Synt,Soda cans and tin foil are both made of aluminums.,Are soda cans made from petroleum? ,No
109,Synt,The princess arrived at the ball in a horse-drawn carriages.,Did the princess come to the ball? ,Yes
110,Synt,The printer needed more paper and a new ink cartridges.,,
111,Synt,Marie Curie died of exposure to radiation from this radiums.,Did radiation cause her death? ,Yes
112,Synt,No light escapes the black hole once within this radii.,Can high-energy light escape the black hole? ,No
113,Synt,The United States has a large stockpile of nuclear armament.,Do the weapons belong to the US? ,Yes
114,Synt,The Christmas tree was decorated with many shining glass ornament.,,
115,Synt,Blackmail is just one of many weapons in this arsenals.,Does this weapon contain gunpowder? ,No
116,Synt,The detectives discovered the professor was poisoned with this arsenics.,Was the victim a professor? ,Yes
117,Synt,The cheapest lunchmeat at this grocery store is this baloneys.,Does this shop sell food? ,Yes
118,Synt,Romeo longingly admired Juliet as she stood on this balconies.,Was she seated? ,No
119,Synt,"He soon backed away, sensing he had crossed a boundaries.",Did he retreat? ,Yes
120,Synt,Capture or kill the wanted criminal to collect a bounties.,,
121,Synt,The celebrating couple joyfully popped open a bottle of champagnes.,Were they happy? ,Yes
122,Synt,"The slogan ""change"" was a focus of that presidential campaigns.",Was the focal point a specific policy? ,No
123,Synt,A syllogism is a common form of a deductive inferences.,Does the sentence mention a reptile? ,No
124,Synt,The napalm turned the luscious forest into a fiery infernos.,,
125,Synt,I blacked out and was confused when I regained consciousnesses.,,
126,Synt,"After she deceived her mother, she had a guilty consciences.",Was she proud of her trickery? ,No
127,Synt,The sudden change in protocol had caused all this consternations.,Was the transition gradual? ,No
128,Synt,The Big Dipper may perhaps be the most famous constellations.,,
129,Synt,The herd of cows was out grazing in a pastures.,Was it a herd of horses? ,No
130,Synt,The congregation listens to a sermon delivered by a pastors.,Are the people listening? ,Yes
131,Synt,A soldier fighting for the highest bidder is a mercenaries.,Is the fighter motivated by nationalism? ,No
132,Synt,The devout Christian girl travelled to India as a missionaries.,Was the traveller religious? ,Yes
133,Synt,That white dog with little black spots is a dalmations.,Was the creature a canine? ,Yes
134,Synt,"Once Faust signed, he was doomed to this eternal damnations.",Was his fate permanent? ,Yes
135,Synt,The crowded urban neighborhood had a very high population densities.,,
136,Synt,I control my fate; I don't have a predetermined destinies.,Am I a victim of fortune? ,No
137,Synt,"She didn't answer the phone, so I left a messages.",,
138,Synt,My back was so tense I really needed a massages.,Was my problem stiff joints? ,No
139,Synt,The president of the college handed each graduate a diplomas.,Was the president at the graduation? ,Yes
140,Synt,The ambassador who negotiated the deal was a skilled diplomats.,,
141,Synt,The retiree found he soon tired of all this leisures.,,
142,Synt,His personality was dramatically altered after acquiring this brain lesions.,Was the alteration noticeable? ,Yes
143,Synt,The low intensity workout compensated by having a long durations.,,
144,Synt,"He idolized her, and her self-esteem benefited from this adorations.",,
145,Synt,Yuan emperors were Mongolian because Kublai Khan founded this dynasties.,Were the rulers Mongolian? ,Yes
146,Synt,That grenade explodes stronger than a stick of this dynamites.,,
147,Synt,"The contraction for ""it is"" needs to include an apostrophes.","Is ""it's"" a valid contraction? ",Yes
148,Synt,The doomsday preacher urged repentance and warned of an apocalypses.,Was the preacher advocating temperance? ,No
149,Synt,The soldier rammed gunpowder down the barrel of a muskets.,,
150,Synt,Two common semi-aquatic rodents are a beaver and a muskrats.,Are these animals fairly common? ,Yes
151,Synt,"To make the car accelerate, press down on this pedals.",Will doing this stop the car? ,No
152,Synt,"He loves me? she wondered, plucking off a daisy petals.",,
153,Synt,"Rather than reducing violence, the intervention just caused an escalations.",Did the intervention work as planned? ,No
154,Synt,She scolded the child for running backwards up an escalators.,,
155,Synt,"Intestinal problems may indicate a tapeworm, a type of parasites.",,
156,Synt,"To protect herself from the sun, she carried a parasols.",Was she trying to avoid getting wet? ,No
157,Synt,"Considering my previous experiences, I had a rather low expectations.",Did I have any past experience? ,Yes
158,Synt,Blizzards are deadly hazards for explorers on an arctic expeditions.,Can the weather be dangerous? ,Yes
159,Synt,Claiming two wrongs make a right is a common fallacies.,,
160,Synt,Don't call it a prison; call it a correctional facilities.,Is it a theme park? ,No
1,SemCrit,Someone who has fought in a war is a veterinarian.,,
2,SemCrit,The woman brought her sick pet dog to a veteran.,Was the animal a canine? ,Yes
3,SemCrit,The vintage wedding dress was big and required an altercation.,,
4,SemCrit,Mediators prevented the dispute from escalating into a violent alteration.,Was there a disagreement? ,Yes
5,SemCrit,The storyteller could turn any incident into an amusing antidote.,,
6,SemCrit,She saved him from the poison by administering an anecdote.,,
7,SemCrit,Clownfish have evolved invulnerability to the poison tentacles of amenities.,Are the fish specially adapted? ,Yes
8,SemCrit,The upscale apartment was complete with all these modern anemones.,,
9,SemCrit,The flooded river fertilized the fields with a rich sentiment.,Did the river overflow its banks? ,Yes
10,SemCrit,Political corruption and economic hardship fueled a growing anti-government sediment.,,
11,SemCrit,Up on the tree branch perched a bright red carnival.,Does the sentence mention a tree? ,Yes
12,SemCrit,There is a beanbag toss game booth at this cardinal.,Were the beanbags for a game? ,Yes
13,SemCrit,The reagents reacted faster in the presence of a callus.,Was the reaction rate increased? ,Yes
14,SemCrit,"After hours of playing, the guitarist's fingertips developed a catalyst.",Did the musician play the guitar? ,Yes
15,SemCrit,Pikemen can be an effective defense against a charging cavity.,,
16,SemCrit,The dentist congratulated me on not having a single cavalry.,Did the dentist scold me? ,No
17,SemCrit,After my root canal the dentist prescribed a pain meditation.,,
18,SemCrit,The monk sat quietly and fell into a deep medication.,,
19,SemCrit,Her grandmother's pennies inspired her to start a coin correction.,Does the sentence mention a grandmother? ,Yes
20,SemCrit,The teacher interrupted his sentence to make a grammatical collection.,,
21,SemCrit,An intense tension headache can be mistaken for a migrant.,Does the sentence mention a headache? ,Yes
22,SemCrit,Harvesting crops is often the job of a seasonal migraine.,Does the sentence mention a skyscraper? ,No
23,SemCrit,"The zoo had two giraffes, an elephant, and a rhinestone.",,
24,SemCrit,The child wore a glittery crown with a pink rhino.,Was the child wearing a top hat? ,No
25,SemCrit,The cause of death must be determined by a corridor.,Was the reason for the death already known? ,No
26,SemCrit,His office is down at the end of this coroner.,,
27,SemCrit,Statisticians emphasize that causation is not implied by a coronation.,Does the sentence mention statistics? ,Yes
28,SemCrit,The king knelt to be crowned at an official correlation.,Was the monarch crowned while standing? ,No
29,SemCrit,The moth attracted a mate by releasing a potent pharaoh.,Did the insect attract a mate? ,Yes
30,SemCrit,The archeologists found the mummy of a young Egyptian pheromone.,Was the mummy discovered by a paleontologist? ,No
31,SemCrit,The student went to medical school to become a physicist.,Was the student a medical student? ,Yes
32,SemCrit,A new gravitational theory was proposed by an eminent physician.,Was the new theory about psychology? ,No
33,SemCrit,Blinking causes a momentary pupil contraction followed by a dilution.,,
34,SemCrit,The bleach is too concentrated and requires a 1-in-5 dilation.,,
35,SemCrit,"The whining alarm shut off, finally silencing this annoying destruction.",Was the alarm irritating? ,Yes
36,SemCrit,The vicious cyclone tragically caused many deaths and much distraction.,Were the deaths caused by the weather? ,Yes
37,SemCrit,"Disgusted, she pulled away from his touch with a shutter.",Was she grossed out?   ,Yes
38,SemCrit,One window on the dilapidated house was missing a shudder.,Was the house in ill repair? ,Yes
39,SemCrit,Rupert Murdoch is the owner of a vast media umpire.,Does the sentence mention a writer? ,Yes
40,SemCrit,The baseball player felt cheated and swore at an empire.,Was the player a tennis player? ,No
41,SemCrit,The Caribbean cruise package includes this kayaking† and snorkeling exertion.,,
42,SemCrit,He had sprinted and was still sweating from this excursion.,Had he been lifting weights? ,No
43,SemCrit,The study of sounds in language is known as phrenology.,Does the sentence mention music? ,No
44,SemCrit,The pseudoscience of inferring personality from skull measurements is phonology.,,
45,SemCrit,The casket was carried to the cemetery in a hearth.,Does the sentence mention a cemetary? ,Yes
46,SemCrit,"Each winter evening, the family gathers around a warm hearse.",,
47,SemCrit,The heat felt even worse because of all this humility.,Was the warmth unpleasant? ,Yes
48,SemCrit,The sermon denounced pride and extolled the virtue of humidity.,Did the sermon mention pride? ,Yes
49,SemCrit,The scientist designed an experiment to test a controversial hypotenuse.,Did the scientist design a robot? ,No
50,SemCrit,Use Pythagoras' theorem to find the length of a hypothesis.,,
51,SemCrit,The preacher believed drunkenness was the cause of much immortality.,,
52,SemCrit,The artist achieved eternal fame despite not seeking this immorality.,Was the artist's fame enduring? ,Yes
53,SemCrit,"After the Holocaust, German history could never escape this infantry.",Does the sentence mention atom bomb? ,No
54,SemCrit,"Despite technological advances, wars cannot be won without an infamy.",Has military technology improved? ,Yes
55,SemCrit,"Oh, yes, very impressive, she drawled with a sarcastic infection.",,
56,SemCrit,Medics cleaned and bandaged the wound to prevent an inflection.,,
57,SemCrit,"The three kings bore gifts of gold, myrrh, and Frankenstein.",,
58,SemCrit,It's alive! he cackled as he animated this monster frankincense.,,
59,SemCrit,This docile herbivorous aquatic mammal is known as a matinee.,Is the creature a mammal? ,Yes
60,SemCrit,The afternoon showing cost less because it was a manatee.,Was the show less expensive?  ,Yes
61,SemCrit,Apply this eyeliner and brush your lashes with this masquerade.,Does the sentence mention lipstick? ,No
62,SemCrit,She danced with an elegant masked gentleman at that mascara.,,
63,SemCrit,Feudal lords lived off the labor of an oppressed pleasantry.,Does the sentence mention medieval clergy? ,No
64,SemCrit,The hostess greeted her guests with a light social peasantry.,Did the woman have guests? ,Yes
65,SemCrit,Senator McCarthy accused the screenwriter of being a Communist synthesizer.,Does the sentence mention a writer? ,Yes
66,SemCrit,The computer could read text aloud using a speech sympathizer.,Does the sentence mention a teacher? ,No
67,SemCrit,The castle wall was adorned with a beautiful woven travesty.,Was the decoration on the floor? ,No
68,SemCrit,He denounced the novel's film adaptation as a complete tapestry.,Did he recommend the movie? ,No
69,SemCrit,The ring held small diamonds set around this blue saffron.,Were there precious stones in the ring? ,Yes
70,SemCrit,The rice was spiced with a pinch of that sapphire.,,
71,SemCrit,"For lunch, she had brought tomato soup in a thermal.",,
72,SemCrit,The soaring eagle circled and glided upwards on a thermos.,Was the bird an ostrich? ,No
73,SemCrit,The student had his editorial published in a local gazelle.,,
74,SemCrit,The powerful cheetah sprinted in pursuit of a baby gazette.,Was the cheetah running? ,Yes
75,SemCrit,You cannot buy Cuban cigars because there is an embryo.,Do the unavailable items contain tobacco? ,Yes
76,SemCrit,Some controversial stem cell research requires a fertilized human embargo.,Is some medical research controversial? ,Yes
77,SemCrit,Can't you just be quiet? she snapped revealing her irrigation.,,
78,SemCrit,Agriculture in this desert would be impossible without this irritation.,,
79,SemCrit,The poor stayed poor because of this limited upward nobility.,Did the underpriviledged often end up wealthy?  ,No
80,SemCrit,Champagne was once reserved exclusively for the royalty and mobility.,,
81,SemCrit,The lecherous satyr chased after a beautiful lithe wood lymph.,Was the pursued creature especially clumsy? ,No
82,SemCrit,Two important fluids in the body are blood and nymph.,,
83,SemCrit,"The circus featured an acrobat, a clown, and a jugular.",Was there a clown at the performance? ,Yes
84,SemCrit,"She lunged towards his neck, going right for the juggler.",,
85,SemCrit,"In the nineties, the Rugrats was a very popular carton.",,
86,SemCrit,The child made a caterpillar from an old egg cartoon.,Did the child make a caterpillar? ,Yes
87,SemCrit,Handling the rough wooden plank gave the woman a spinster.,,
88,SemCrit,Cats were the only company for this lonely old splinter.,Were the companion animals aquatic? ,No
89,SemCrit,"Candidates must be citizens, but that is the only stimulation.",Is citizenship required? ,Yes
90,SemCrit,He had a short attention span and needed constant stipulation.,Did he concentrate easily? ,No
91,SemCrit,She was vaccinated so her body would developed a mutiny.,Was the injection an anesthetic? ,No
92,SemCrit,"Incensed at the captain, the crew staged a full-scale immunity.",,
93,SemCrit,The mason built his own house of brick and mortal.,Did he make a wooden house? ,No
94,SemCrit,The goddess refused to be bested by a mere mortar.,Was the deity okay with losing? ,No
95,SemCrit,"Like the IRS and FBI, CIA is another three-letter inebriation.",,
96,SemCrit,The thesaurus shows that a synonym for drunkenness is abbreviation.,Was the word in the thesaurus? ,Yes
97,SemCrit,A lolcat is cat photograph with a humorous ungrammatical captain.,Does the sentence mention a photo? ,Yes
98,SemCrit,The sailors feared the harsh discipline of this ship caption.,,
99,SemCrit,The teacher taught that subtraction was the opposite of audition.,,
100,SemCrit,The flute player nervously prepared an excerpt for an addition.,,
101,SemCrit,The museum pass provides five dollars off of each admonition.,Does the pass apply to only one admission? ,No
102,SemCrit,"Never stay out past midnight, was his mother's strict admission.",,
103,SemCrit,Old car engines mixed fuel and air in a cabaret.,Did the engines mix air with the fuel? ,Yes
104,SemCrit,Edith Piaf's extraordinary singing career was begun in a carburetor.,,
105,SemCrit,On the mountaintop we felt dizzy because of this attitude.,Were we up quite high? ,Yes
106,SemCrit,The coach scolded the player for having a bad altitude.,,
107,SemCrit,The college sent out a newsletter to all its aluminum.,Does the sentence mention a college? ,Yes
108,SemCrit,Soda cans and tin foil are both made of alumni.,,
109,SemCrit,The princess arrived at the ball in a horse-drawn cartridge.,Did the princess come to the ball? ,Yes
110,SemCrit,The printer needed more paper and a new ink carriage.,Was the printer out of paper? ,Yes
111,SemCrit,Marie Curie died of exposure to radiation from this radius.,Did radiation cause her death? ,Yes
112,SemCrit,No light escapes the black hole once within this radium.,Can high-energy light escape the black hole? ,No
113,SemCrit,The United States has a large stockpile of nuclear ornaments.,Do the weapons belong to the US? ,Yes
114,SemCrit,The Christmas tree was decorated with many shining glass armaments.,,
115,SemCrit,Blackmail is just one of many weapons in this arsenic.,Does this weapon contain gunpowder? ,No
116,SemCrit,The detectives discovered the professor was poisoned with this arsenal.,,
117,SemCrit,The cheapest lunchmeat at this grocery store is this balcony.,Does this shop sell food? ,Yes
118,SemCrit,Romeo longingly admired Juliet as she stood on this baloney.,Was she seated? ,No
119,SemCrit,"He soon backed away, sensing he had crossed a bounty.",Did he retreat? ,Yes
120,SemCrit,Capture or kill the wanted criminal to collect a boundary.,,
121,SemCrit,The celebrating couple joyfully popped open a bottle of campaign.,Were they happy? ,Yes
122,SemCrit,"The slogan ""change"" was a focus of that presidential champagne.",,
123,SemCrit,A syllogism is a common form of a deductive inferno.,Does the sentence mention a reptile? ,No
124,SemCrit,The napalm turned the luscious forest into a fiery inference.,Was the forest fire started by campers? ,No
125,SemCrit,I blacked out and was confused when I regained conscience.,,
126,SemCrit,"After she deceived her mother, she had a guilty consciousness.",Was she proud of her trickery? ,No
127,SemCrit,The sudden change in protocol had caused all this constellation.,Was the transition gradual? ,No
128,SemCrit,The Big Dipper may perhaps be the most famous consternation.,Do many people know about it? ,Yes
129,SemCrit,The herd of cows was out grazing in a pastor.,,
130,SemCrit,The congregation listens to a sermon delivered by a pasture.,,
131,SemCrit,A soldier fighting for the highest bidder is a missionary.,,
132,SemCrit,The devout Christian girl travelled to India as a mercenary.,,
133,SemCrit,That white dog with little black spots is a damnation.,Was the creature a canine? ,Yes
134,SemCrit,"Once Faust signed, he was doomed to this eternal dalmatian.",Was his fate permanent? ,Yes
135,SemCrit,The crowded urban neighborhood had a very high population destiny.,,
136,SemCrit,I control my fate; I don't have a predetermined density.,Am I a victim of fortune? ,No
137,SemCrit,"She didn't answer the phone, so I left a massage.",,
138,SemCrit,My back was so tense I really needed a message.,Was my problem stiff joints? ,No
139,SemCrit,The president of the college handed each graduate a diplomat.,,
140,SemCrit,The ambassador who negotiated the deal was a skilled diploma.,Was the bargain worked out by a senator?  ,No
141,SemCrit,The retiree found he soon tired of all this lesion.,,
142,SemCrit,His personality was dramatically altered after acquiring this brain leisure.,Was the alteration noticeable? ,Yes
143,SemCrit,The low intensity workout compensated by having a long adoration.,,
144,SemCrit,"He idolized her, and her self-esteem benefited from this duration.",Did he like her? ,Yes
145,SemCrit,Yuan emperors were Mongolian because Kublai Khan founded this dynamite.,Were the rulers Mongolian? ,Yes
146,SemCrit,That grenade explodes stronger than a stick of this dynasty.,,
147,SemCrit,"The contraction for ""it is"" needs to include an apocalypse.","Is ""it's"" a valid contraction? ",Yes
148,SemCrit,The doomsday preacher urged repentance and warned of an apostrophe.,,
149,SemCrit,The soldier rammed gunpowder down the barrel of a muskrat.,Did the soldier have a gun? ,Yes
150,SemCrit,Two common semi-aquatic rodents are a beaver and a musket.,,
151,SemCrit,"To make the car accelerate, press down on this petal.",Will doing this stop the car? ,No
152,SemCrit,"He loves me? she wondered, plucking off a daisy pedal.",,
153,SemCrit,"Rather than reducing violence, the intervention just caused an escalator.",Did the intervention work as planned? ,No
154,SemCrit,She scolded the child for running backwards up an escalation.,,
155,SemCrit,"Intestinal problems may indicate a tapeworm, a type of parasol.",Can worms cause digestion problems? ,Yes
156,SemCrit,"To protect herself from the sun, she carried a parasite.",,
157,SemCrit,"Considering my previous experiences, I had a rather low expedition.",Did I have any past experience? ,Yes
158,SemCrit,Blizzards are deadly hazards for explorers on an arctic expectation.,Can the weather be dangerous? ,Yes
159,SemCrit,Claiming two wrongs make a right is a common facility.,Do people make this claim often? ,Yes
160,SemCrit,Don't call it a prison; call it a correctional fallacy.,Is it a theme park? ,No
1,GoodExp,The mysterious murders crippled the community with fear and paranoia.,Was the community anxious? ,Yes
2,GoodExp,Whenever he reminisces about his beloved he starts waxing poetic.,Do his memories make him violent? ,No
3,GoodExp,The dentist gave her some dental floss and a toothbrush.,Was the toothbrush a gift from a teacher? ,No
4,GoodExp,"He was rude and blunt, but he was never dishonest.",Was he polite? ,No
5,GoodExp,The family switched their light bulbs from incandescent to fluorescent.,Did they get new light bulbs? ,Yes
6,GoodExp,Right-to-die activists believe it should be legal to perform euthanasia.,Do the activists want to outlaw suicide? ,No
7,GoodExp,Tourists gazed at the temple's magnificent rows of marble columns.,Were the columns part of a temple? ,Yes
8,GoodExp,The mermaid is a mythological creature that is half fish.,Is the creature half horse? ,No
9,GoodExp,The chimpanzee's vicious attack left the woman's face completely eviscerated.,Were the monkeys violent? ,Yes
10,GoodExp,The psychologist believed his fits were a symptom of neurosis.,Does the sentence mention a psychologist? ,Yes
11,GoodExp,The value of practice and experience should never be underestimated.,Is practice worthwhile? ,Yes
12,GoodExp,"She disliked public displays of affection, like kissing or hugging.",Was she uncomfortable with kissing publicly? ,Yes
13,GoodExp,He was in charge of sending out the wedding invitations.,Was the event a wedding? ,Yes
14,GoodExp,The evil villain secretly concocted a diabolical and convoluted scheme.,Was the plot a secret? ,Yes
15,GoodExp,The religious mystic entered a euphoric state of spiritual ecstasy.,Was the mystic suffering? ,No
16,GoodExp,The man shaved away his stubble with a disposable razor.,Was the man shaving? ,Yes
17,GoodExp,The earth shook and buildings crumbled in the massive earthquake.,Were the buildings damaged by high winds? ,No
18,GoodExp,The sociologist investigated how status interacted with ethnicity and gender.,Does the sentence mention a mathematician? ,No
19,GoodExp,"Because the dictator was feared, no protests ever took place.",Was the nation's leader frightening? ,Yes
20,GoodExp,The caterpillar enters its cocoon and undergoes an amazing metamorphosis.,Was the insect a beetle? ,No
21,GoodExp,The lighthouse built on the rocky coast prevented many shipwrecks.,Was the coastline dangerous? ,Yes
22,GoodExp,She woke up crying and shaking after a horrible nightmare.,Was she upset because she lost her job? ,No
23,GoodExp,The reality show censored out the contestants' nudity and profanity.,Were the contestants sometimes naked? ,Yes
24,GoodExp,"Desperately, the skydiver pulled the cord for his backup parachute.",Was he falling? ,Yes
25,GoodExp,"When the car exploded, the burning plastic emitted toxic fumes.",Was the gasoline causing the fumes? ,No
26,GoodExp,She needed to buy detergent so she could do laundry.,Does the sentence mention laundry detergent?  ,Yes
27,GoodExp,The tourist sent each of her friends a nice postcard.,Did she send postcards to her family? ,No
28,GoodExp,She felt reading someone else's diary was an unforgivable intrusion.,Did she value privacy? ,Yes
29,GoodExp,The poachers want to sell the tusks of these elephants.,Are they trying to sell animal furs? ,No
30,GoodExp,A gust of wind blew the newspaper down the street.,Was the street windy? ,Yes
31,GoodExp,The reader was drawn in by the article's sensational headline.,Was the reader interested? ,Yes
32,GoodExp,After a good night's sleep she felt invigorated and refreshed.,Did she sleep well? ,Yes
33,GoodExp,I was pleased to find my hosts were very welcoming.,Was I unhappy? ,No
34,GoodExp,The self-absorbed man considered himself a profound thinker and philosopher.,Does he have a high opinion of himself? ,Yes
35,GoodExp,The meaning of the poem was left open to interpretation.,Was the implication of the poem narrowly constrained? ,No
36,GoodExp,The shy and awkward boy was shunned by his classmates.,Did the classmates welcome the boy? ,No
37,GoodExp,Lupus is a disease that is very difficult to diagnose.,Does the sentence mention an illness? ,Yes
38,GoodExp,Malnutrition results when the body does not get enough nutrients.,,
39,GoodExp,"This mission is critical, and completing it successfully is imperative.",Is failure an option? ,No
40,GoodExp,The audio editing software was available as a free download.,Was the software for editing photos? ,No
1,BadExp,The mysterious murders crippled the community with fear and parnoia.,,
2,BadExp,Whenever he reminisces about his beloved he starts waxing poedic.,,
3,BadExp,The dentist gave her some dental floss and a toothbrushes.,,
4,BadExp,"He was rude and blunt, but he was never dishonesty.",,
5,BadExp,The family switcked their light bullbs frum incaddascent to flurescent.,,
6,BadExp,Right-to-die activists believe it should be legal to perform euthanassia.,,
7,BadExp,Tourists gazed at the temple's magnificent rows of marble collumns.,,
8,BadExp,The mermaid is a mythological creature that is half fishee.,,
9,BadExp,The chimpanzee's vicious attack left the woman's face completely evisceratted.,,
10,BadExp,The psychologist believed his fits were a symptom of neurisis.,,
11,BadExp,The value of practice and experience should never be underestimaed.,,
12,BadExp,"She disliked public displays of affection, like kissing or huggeng.",,
13,BadExp,He was in charge of sending out the wedding intivatations.,,
14,BadExp,The evil villain secretly concocted a diabolical and convoluted schemes.,,
15,BadExp,The religious mystic entered a euphoric state of spiritual esctasy.,,
16,BadExp,The man shaved away his stubble with a disposable razors.,,
17,BadExp,The earth shook and buildings crumbled in the massive earthcake.,,
18,BadExp,The sociologist investigated how status interacted with ethnicity and gander.,,
19,BadExp,"Because the dictator was feared, no prrotests ever took place.",,
20,BadExp,The caterpillar enters its cocoon and undergoes an amazing metamophasis.,,
21,BadExp,The lighthouse built on the rocky coast prevented many shiippwrecks.,,
22,BadExp,She woke up crying and shakea after a horrible nightmare.,,
23,BadExp,The reality show censored out the condestants' nudity and profanity.,,
24,BadExp,"Desperately, the skydiver pulled the cord for his backeup parachute.",,
25,BadExp,"When the car exploded, the burning platic emitted toxic fumes.",,
26,BadExp,She needed to buy detrgent so she could do laundry.,,
27,BadExp,The tourister sent each of her friends a nice postcard.,,
28,BadExp,She felt reading someone else's dairy was an unforgivable intrusion.,,
29,BadExp,The paochors want to sell the tusks of these elaphants.,,
30,BadExp,A gust of wind blew the neawspaper down the strreet.,,
31,BadExp,The reader was drawn in by the article's sansational headline.,,
32,BadExp,After a good night's sleap she felt ivigarater and refreshed.,,
33,BadExp,I was pleasing to find my hosters were very welcoming.,,
34,BadExp,The self-asorbed man considered himself a prfound thinker and philosopher.,,
35,BadExp,The meaning of the poemm was left open to interpretation.,,
36,BadExp,The shy and awkwward boy was shunned by his classmates.,,
37,BadExp,Lupus is a dicease that is very dificcult to diagnose.,,
38,BadExp,Mallnutrinion results when the body does not get enough nutrients.,,
39,BadExp,"This mission is critical, and completed it sucesfully is imperative.",,
40,BadExp,The audio editing softwares was available as a free download.,,
1,Filler,The district attorney did not have enough evidence to prosecute.,Does the sentence mention evidence? ,Yes
2,Filler,"To succeed, you must be more than just a dreamer.",Can you win by imagination alone? ,No
3,Filler,"Repulsed by the city's defenses, they resorted to a siege.",Were the invaders planning to surround the city? ,Yes
4,Filler,The ruling regime did not tolerate any real political opposition.,Was political debate encouraged? ,No
5,Filler,He could no longer remember anything because of his amnesia.,Was his memory exceptionally sharp? ,No
